submission_id,additions,additions_other
pLPpQV,Milk,NULL
pLPpQV,dairy alternative,NULL
pLPpQV,or coffee creamer,NULL
pLPpQV,Sugar or sweetener,NULL
pLPpQV,No - just black,NULL
OABMq7,Milk,NULL
OABMq7,dairy alternative,NULL
OABMq7,or coffee creamer,NULL
PABJJ5,No - just black,NULL
1r2oQQ,No - just black,NULL
6dQEoO,No - just black,NULL
24xG6V,Milk,NULL
24xG6V,dairy alternative,NULL
24xG6V,or coffee creamer,NULL
24xG6V,Sugar or sweetener,NULL
lNlkkB,No - just black,NULL
lNlkkB,Milk,NULL
lNlkkB,dairy alternative,NULL
lNlkkB,or coffee creamer,NULL
oAVL8e,No - just black,NULL
rlrMz5,No - just black,NULL
42NV0k,No - just black,NULL
MAdpZp,Milk,NULL
MAdpZp,dairy alternative,NULL
MAdpZp,or coffee creamer,NULL
eBxW4E,No - just black,NULL
eBxW4E,Milk,NULL
eBxW4E,dairy alternative,NULL
eBxW4E,or coffee creamer,NULL
rlrM4v,No - just black,NULL
OABMx7,No - just black,NULL
OABMx7,Milk,NULL
OABMx7,dairy alternative,NULL
OABMx7,or coffee creamer,NULL
OABMZR,Milk,NULL
OABMZR,dairy alternative,NULL
OABMZR,or coffee creamer,NULL
GrBAPo,Milk,NULL
GrBAPo,dairy alternative,NULL
GrBAPo,or coffee creamer,NULL
PABJxQ,No - just black,NULL
jB9AKR,No - just black,NULL
QABl98,Milk,NULL
QABl98,dairy alternative,NULL
QABl98,or coffee creamer,NULL
xdN55y,Milk,NULL
xdN55y,dairy alternative,NULL
xdN55y,or coffee creamer,NULL
lNlk8B,No - just black,NULL
NAB1kW,No - just black,NULL
PABJQ5,No - just black,NULL
dY2eOz,Milk,NULL
dY2eOz,dairy alternative,NULL
dY2eOz,or coffee creamer,NULL
LdML8G,No - just black,NULL
ylq5O0,Milk,NULL
ylq5O0,dairy alternative,NULL
ylq5O0,or coffee creamer,NULL
9dJjAp,No - just black,NULL
NAB1GW,Milk,NULL
NAB1GW,dairy alternative,NULL
NAB1GW,or coffee creamer,NULL
GrBAGo,Milk,NULL
GrBAGo,dairy alternative,NULL
GrBAGo,or coffee creamer,NULL
7d9rG9,No - just black,NULL
24xGWV,Milk,NULL
24xGWV,dairy alternative,NULL
24xGWV,or coffee creamer,NULL
5dqPRP,Milk,NULL
5dqPRP,dairy alternative,NULL
5dqPRP,or coffee creamer,NULL
5dqPRP,Sugar or sweetener,NULL
KMBK9M,No - just black,NULL
kYRB26,No - just black,NULL
ZdRrry,No - just black,NULL
ZdRrry,Milk,NULL
ZdRrry,dairy alternative,NULL
ZdRrry,or coffee creamer,NULL
ZdRrry,Flavor syrup,NULL
g5N6ld,No - just black,NULL
g5N6ld,Milk,NULL
g5N6ld,dairy alternative,NULL
g5N6ld,or coffee creamer,NULL
DVv6Qj,No - just black,NULL
aBrqW9,Milk,NULL
aBrqW9,dairy alternative,NULL
aBrqW9,or coffee creamer,NULL
MAdpxX,No - just black,NULL
rlrM9l,No - just black,NULL
7d9r0P,No - just black,NULL
BGbWRN,No - just black,NULL
BGbWRN,Milk,NULL
BGbWRN,dairy alternative,NULL
BGbWRN,or coffee creamer,NULL
BGbWNA,Other,Stevia
BGbWNA,Other,Butter Oil
BGbWNA,Other,MCT Oil
xdN5Wo,No - just black,NULL
9dJjb1,Milk,NULL
9dJjb1,dairy alternative,NULL
9dJjb1,or coffee creamer,NULL
9dJjb1,Sugar or sweetener,NULL
bl4Q1g,No - just black,NULL
9dJjeG,No - just black,NULL
J2kvPd,No - just black,NULL
J2kvPd,Milk,NULL
J2kvPd,dairy alternative,NULL
J2kvPd,or coffee creamer,NULL
EPb7oX,No - just black,NULL
RzByAl,No - just black,NULL
PABJKd,Milk,NULL
PABJKd,dairy alternative,NULL
PABJKd,or coffee creamer,NULL
PABJKd,Sugar or sweetener,NULL
42NVZb,Milk,NULL
42NVZb,dairy alternative,NULL
42NVZb,or coffee creamer,NULL
QABlZg,Milk,NULL
QABlZg,dairy alternative,NULL
QABlZg,or coffee creamer,NULL
kYRBBM,No - just black,NULL
kYRBBM,Milk,NULL
kYRBBM,dairy alternative,NULL
kYRBBM,or coffee creamer,NULL
qbE1r2,Milk,NULL
qbE1r2,dairy alternative,NULL
qbE1r2,or coffee creamer,NULL
qbE1r2,Sugar or sweetener,NULL
qbE1r2,Flavor syrup,NULL
vNx55Q,No - just black,NULL
YZzll5,No - just black,NULL
QABlQp,No - just black,NULL
QABlQp,Milk,NULL
QABlQp,dairy alternative,NULL
QABlQp,or coffee creamer,NULL
jB9ARE,No - just black,NULL
EPb7Ro,No - just black,NULL
EPb7Ro,Milk,NULL
EPb7Ro,dairy alternative,NULL
EPb7Ro,or coffee creamer,NULL
9dJjz4,No - just black,NULL
qbElL5,No - just black,NULL
RzBy7P,No - just black,NULL
pLPpjE,Sugar or sweetener,NULL
pLPpjE,Milk,NULL
pLPpjE,dairy alternative,NULL
pLPpjE,or coffee creamer,NULL
jB9AO6,No - just black,NULL
BGbWMA,No - just black,NULL
BGbWMA,Milk,NULL
BGbWMA,dairy alternative,NULL
BGbWMA,or coffee creamer,NULL
dY2yqN,NULL,NULL
ylqaNd,No - just black,NULL
ylqaNd,Milk,NULL
ylqaNd,dairy alternative,NULL
ylqaNd,or coffee creamer,NULL
zKQ5P8,No - just black,NULL
24xGqb,No - just black,NULL
MAdpog,No - just black,NULL
YZzAPv,Sugar or sweetener,NULL
NAB1Kb,No - just black,NULL
qbE1xk,Milk,NULL
qbE1xk,dairy alternative,NULL
qbE1xk,or coffee creamer,NULL
qbE1xk,Flavor syrup,NULL
PABqjP,No - just black,NULL
rlrMx5,Milk,NULL
rlrMx5,dairy alternative,NULL
rlrMx5,or coffee creamer,NULL
oAVj6M,No - just black,NULL
rlrZ5X,No - just black,NULL
OABN4a,NULL,NULL
aBrMNW,No - just black,NULL
ZdRrpv,Milk,NULL
ZdRrpv,dairy alternative,NULL
ZdRrpv,or coffee creamer,NULL
VZ16zj,Milk,NULL
VZ16zj,dairy alternative,NULL
VZ16zj,or coffee creamer,NULL
VZ16zj,Flavor syrup,NULL
0EjWQP,Milk,NULL
0EjWQP,dairy alternative,NULL
0EjWQP,or coffee creamer,NULL
24x6Eg,No - just black,NULL
zKQ6jg,No - just black,NULL
24x6XM,No - just black,NULL
5dqAXv,No - just black,NULL
bl4Jq7,Milk,NULL
bl4Jq7,dairy alternative,NULL
bl4Jq7,or coffee creamer,NULL
OABMpA,No - just black,NULL
qbElGO,Milk,NULL
qbElGO,dairy alternative,NULL
qbElGO,or coffee creamer,NULL
WAp79L,Milk,NULL
WAp79L,dairy alternative,NULL
WAp79L,or coffee creamer,NULL
WAp79L,Sugar or sweetener,NULL
PABq11,No - just black,NULL
eBxWdo,No - just black,NULL
QABlgk,Milk,NULL
QABlgk,dairy alternative,NULL
QABlgk,or coffee creamer,NULL
QABlgk,Sugar or sweetener,NULL
NABZrp,Milk,NULL
NABZrp,dairy alternative,NULL
NABZrp,or coffee creamer,NULL
8dp4vo,No - just black,NULL
oAVL4M,Milk,NULL
oAVL4M,dairy alternative,NULL
oAVL4M,or coffee creamer,NULL
8dplLl,Milk,NULL
8dplLl,dairy alternative,NULL
8dplLl,or coffee creamer,NULL
MAdxD8,Milk,NULL
MAdxD8,dairy alternative,NULL
MAdxD8,or coffee creamer,NULL
VZ16pN,Sugar or sweetener,NULL
jB9VDY,Milk,NULL
jB9VDY,dairy alternative,NULL
jB9VDY,or coffee creamer,NULL
jB9VDY,Sugar or sweetener,NULL
bl4J97,Milk,NULL
bl4J97,dairy alternative,NULL
bl4J97,or coffee creamer,NULL
zKQ6xZ,No - just black,NULL
zKQ6xZ,Milk,NULL
zKQ6xZ,dairy alternative,NULL
zKQ6xZ,or coffee creamer,NULL
6dQEb5,Milk,NULL
6dQEb5,dairy alternative,NULL
6dQEb5,or coffee creamer,NULL
6dQEb5,Sugar or sweetener,NULL
0EjWrQ,No - just black,NULL
ZdRBOV,No - just black,NULL
MAdxeE,Milk,NULL
MAdxeE,dairy alternative,NULL
MAdxeE,or coffee creamer,NULL
VZ16p6,No - just black,NULL
lNlEBX,No - just black,NULL
dY2eLN,Milk,NULL
dY2eLN,dairy alternative,NULL
dY2eLN,or coffee creamer,NULL
dY2eLN,Sugar or sweetener,NULL
rlrZOo,Milk,NULL
rlrZOo,dairy alternative,NULL
rlrZOo,or coffee creamer,NULL
Albe1W,No - just black,NULL
1r2o1L,Milk,NULL
1r2o1L,dairy alternative,NULL
1r2o1L,or coffee creamer,NULL
1r2o1L,No - just black,NULL
VZ16G6,No - just black,NULL
VZ16G6,Milk,NULL
VZ16G6,dairy alternative,NULL
VZ16G6,or coffee creamer,NULL
zKQ6YM,No - just black,NULL
BGbRde,Milk,NULL
BGbRde,dairy alternative,NULL
BGbRde,or coffee creamer,NULL
rlrMNL,No - just black,NULL
LdMLA2,No - just black,NULL
LdMLA2,Milk,NULL
LdMLA2,dairy alternative,NULL
LdMLA2,or coffee creamer,NULL
42NbKA,No - just black,NULL
lNlEbV,No - just black,NULL
lNlEbV,Milk,NULL
lNlEbV,dairy alternative,NULL
lNlEbV,or coffee creamer,NULL
lNlEbV,Sugar or sweetener,NULL
pLP2rP,Milk,NULL
pLP2rP,dairy alternative,NULL
pLP2rP,or coffee creamer,NULL
pLP2rP,Sugar or sweetener,NULL
DVv6rp,No - just black,NULL
lNlko6,No - just black,NULL
eBxW1o,No - just black,NULL
VZ16El,No - just black,NULL
VZ16El,Milk,NULL
VZ16El,dairy alternative,NULL
VZ16El,or coffee creamer,NULL
BGbWPY,No - just black,NULL
BGbWPY,Milk,NULL
BGbWPY,dairy alternative,NULL
BGbWPY,or coffee creamer,NULL
AlbX7o,Milk,NULL
AlbX7o,dairy alternative,NULL
AlbX7o,or coffee creamer,NULL
oAVLrM,No - just black,NULL
1r2aW4,No - just black,NULL
RzB9Kv,No - just black,NULL
5dqAzE,No - just black,NULL
5dqAzE,Milk,NULL
5dqAzE,dairy alternative,NULL
5dqAzE,or coffee creamer,NULL
1r2oqO,No - just black,NULL
42NbKr,Milk,NULL
42NbKr,dairy alternative,NULL
42NbKr,or coffee creamer,NULL
24x6PD,No - just black,NULL
OABNlM,No - just black,NULL
8dp47Y,Milk,NULL
8dp47Y,dairy alternative,NULL
8dp47Y,or coffee creamer,NULL
RzB9WQ,No - just black,NULL
jB9VZ1,Milk,NULL
jB9VZ1,dairy alternative,NULL
jB9VZ1,or coffee creamer,NULL
oAVj2b,No - just black,NULL
jB9VlQ,No - just black,NULL
GrBA2z,No - just black,NULL
9dJKQ5,No - just black,NULL
aBrMdX,No - just black,NULL
EPbOWB,No - just black,NULL
EPbOWB,Milk,NULL
EPbOWB,dairy alternative,NULL
EPbOWB,or coffee creamer,NULL
OABNQk,No - just black,NULL
dY2yEV,Milk,NULL
dY2yEV,dairy alternative,NULL
dY2yEV,or coffee creamer,NULL
vNx9Yl,No - just black,NULL
dY2yWD,Milk,NULL
dY2yWD,dairy alternative,NULL
dY2yWD,or coffee creamer,NULL
dY2yWD,Sugar or sweetener,NULL
bl4J50,No - just black,NULL
WAp7OL,No - just black,NULL
zKQ6yk,No - just black,NULL
DVvGKE,Milk,NULL
DVvGKE,dairy alternative,NULL
DVvGKE,or coffee creamer,NULL
DVvGKE,Flavor syrup,NULL
MAdxRk,No - just black,NULL
YZzlN6,Flavor syrup,NULL
YZzlN6,Milk,NULL
YZzlN6,dairy alternative,NULL
YZzlN6,or coffee creamer,NULL
zKQ6Ng,Milk,NULL
zKQ6Ng,dairy alternative,NULL
zKQ6Ng,or coffee creamer,NULL
zKQ6Ng,Flavor syrup,NULL
pLP2ey,No - just black,NULL
KMBjeD,No - just black,NULL
KMBjzD,No - just black,NULL
KMBjzD,Milk,NULL
KMBjzD,dairy alternative,NULL
KMBjzD,or coffee creamer,NULL
5dqAKb,No - just black,NULL
vNx9eg,Milk,NULL
vNx9eg,dairy alternative,NULL
vNx9eg,or coffee creamer,NULL
vNx9eg,Sugar or sweetener,NULL
aBrM4Z,No - just black,NULL
EPb74L,No - just black,NULL
kYRPbd,No - just black,NULL
PABq91,No - just black,NULL
RzB9oK,Milk,NULL
RzB9oK,dairy alternative,NULL
RzB9oK,or coffee creamer,NULL
jB9Vb1,Sugar or sweetener,NULL
jB9Vb1,Milk,NULL
jB9Vb1,dairy alternative,NULL
jB9Vb1,or coffee creamer,NULL
qbE12k,No - just black,NULL
J2k4dX,Milk,NULL
J2k4dX,dairy alternative,NULL
J2k4dX,or coffee creamer,NULL
J2k4dX,No - just black,NULL
zKQ6DM,No - just black,NULL
7d9kl6,No - just black,NULL
8dplQz,No - just black,NULL
QABQeY,Milk,NULL
QABQeY,dairy alternative,NULL
QABQeY,or coffee creamer,NULL
QABQeY,Flavor syrup,NULL
6dQB8o,Milk,NULL
6dQB8o,dairy alternative,NULL
6dQB8o,or coffee creamer,NULL
MAdxEk,No - just black,NULL
6dQB7J,Sugar or sweetener,NULL
6dQB7J,Milk,NULL
6dQB7J,dairy alternative,NULL
6dQB7J,or coffee creamer,NULL
9dJK9E,No - just black,NULL
XeBb0L,No - just black,NULL
AlbX2y,Milk,NULL
AlbX2y,dairy alternative,NULL
AlbX2y,or coffee creamer,NULL
QABQ5G,No - just black,NULL
GrBPdk,No - just black,NULL
kYRPEo,Milk,NULL
kYRPEo,dairy alternative,NULL
kYRPEo,or coffee creamer,NULL
VZ165y,No - just black,NULL
VZ165y,Milk,NULL
VZ165y,dairy alternative,NULL
VZ165y,or coffee creamer,NULL
7d9kWR,No - just black,NULL
xdNWMd,No - just black,NULL
24x6jM,Milk,NULL
24x6jM,dairy alternative,NULL
24x6jM,or coffee creamer,NULL
24x6jM,Sugar or sweetener,NULL
DVvGkl,No - just black,NULL
7d9kx0,No - just black,NULL
aBrMYb,No - just black,NULL
XeBboP,No - just black,NULL
oAVj9N,No - just black,NULL
oAVj9N,Milk,NULL
oAVj9N,dairy alternative,NULL
oAVj9N,or coffee creamer,NULL
oAVj9N,Sugar or sweetener,NULL
lNlEeo,Milk,NULL
lNlEeo,dairy alternative,NULL
lNlEeo,or coffee creamer,NULL
lNlEeo,Sugar or sweetener,NULL
LdM2zJ,No - just black,NULL
YZzARv,Milk,Cinnamon
YZzARv,dairy alternative,Cinnamon
YZzARv,or coffee creamer,Cinnamon
YZzARv,Sugar or sweetener,Cinnamon
YZzARv,Other,Cinnamon
bl4Je6,Milk,NULL
bl4Je6,dairy alternative,NULL
bl4Je6,or coffee creamer,NULL
lNlEOo,No - just black,NULL
rlrZDX,Milk,NULL
rlrZDX,dairy alternative,NULL
rlrZDX,or coffee creamer,NULL
g5NoGD,No - just black,NULL
vNx9Dg,Milk,NULL
vNx9Dg,dairy alternative,NULL
vNx9Dg,or coffee creamer,NULL
dY2yar,No - just black,NULL
PABqj0,Milk,NULL
PABqj0,dairy alternative,NULL
PABqj0,or coffee creamer,NULL
PABqj0,Sugar or sweetener,NULL
42Nb7r,Milk,NULL
42Nb7r,dairy alternative,NULL
42Nb7r,or coffee creamer,NULL
VZ16zM,No - just black,NULL
8dplzr,No - just black,NULL
g5N6RK,No - just black,I drink black coffee on weekdays to keep my morning routine simpler
g5N6RK,Other,I drink black coffee on weekdays to keep my morning routine simpler
g5N6RK,Milk,I drink black coffee on weekdays to keep my morning routine simpler
g5N6RK,dairy alternative,I drink black coffee on weekdays to keep my morning routine simpler
g5N6RK,or coffee creamer,I drink black coffee on weekdays to keep my morning routine simpler
g5N6RK,Flavor syrup,I drink black coffee on weekdays to keep my morning routine simpler
g5N6RK,Sugar or sweetener,I drink black coffee on weekdays to keep my morning routine simpler
g5N6RK,No - just black,but on the weekends I like to experiment with milk and homemade syrups.
g5N6RK,Other,but on the weekends I like to experiment with milk and homemade syrups.
g5N6RK,Milk,but on the weekends I like to experiment with milk and homemade syrups.
g5N6RK,dairy alternative,but on the weekends I like to experiment with milk and homemade syrups.
g5N6RK,or coffee creamer,but on the weekends I like to experiment with milk and homemade syrups.
g5N6RK,Flavor syrup,but on the weekends I like to experiment with milk and homemade syrups.
g5N6RK,Sugar or sweetener,but on the weekends I like to experiment with milk and homemade syrups.
EPbO52,Milk,NULL
EPbO52,dairy alternative,NULL
EPbO52,or coffee creamer,NULL
EPbO52,Sugar or sweetener,NULL
g5NoqP,Milk,NULL
g5NoqP,dairy alternative,NULL
g5NoqP,or coffee creamer,NULL
KMBj1X,Milk,NULL
KMBj1X,dairy alternative,NULL
KMBj1X,or coffee creamer,NULL
KMBj1X,No - just black,NULL
jB9VQJ,No - just black,NULL
24xGMA,Milk,NULL
24xGMA,dairy alternative,NULL
24xGMA,or coffee creamer,NULL
24xGMA,Sugar or sweetener,NULL
24xGMA,Flavor syrup,NULL
6dQBLN,No - just black,NULL
xdNWav,No - just black,NULL
ylqaYX,Sugar or sweetener,NULL
ylqaYX,No - just black,NULL
KMBjVX,No - just black,NULL
KMBjVX,Milk,NULL
KMBjVX,dairy alternative,NULL
KMBjVX,or coffee creamer,NULL
8dplKP,Milk,NULL
8dplKP,dairy alternative,NULL
8dplKP,or coffee creamer,NULL
oAVjb5,Milk,NULL
oAVjb5,dairy alternative,NULL
oAVjb5,or coffee creamer,NULL
oAVjb5,Sugar or sweetener,NULL
rlrZao,Milk,NULL
rlrZao,dairy alternative,NULL
rlrZao,or coffee creamer,NULL
EPbOQr,No - just black,NULL
OABN1k,Sugar or sweetener,NULL
OABN1k,Milk,NULL
OABN1k,dairy alternative,NULL
OABN1k,or coffee creamer,NULL
WAp75v,No - just black,NULL
QABQVX,Milk,NULL
QABQVX,dairy alternative,NULL
QABQVX,or coffee creamer,NULL
OABMOp,No - just black,NULL
VZ1ORl,Milk,NULL
VZ1ORl,dairy alternative,NULL
VZ1ORl,or coffee creamer,NULL
VZ1ORl,Sugar or sweetener,NULL
oAVj65,No - just black,NULL
oAVj65,Milk,NULL
oAVj65,dairy alternative,NULL
oAVj65,or coffee creamer,NULL
YZzlE0,No - just black,NULL
aBrMQW,No - just black,NULL
rlrZA2,No - just black,NULL
ylqa28,Milk,NULL
ylqa28,dairy alternative,NULL
ylqa28,or coffee creamer,NULL
OABNQM,No - just black,NULL
6dQBjA,No - just black,NULL
BGbRxR,Milk,NULL
BGbRxR,dairy alternative,NULL
BGbRxR,or coffee creamer,NULL
xdNWDd,No - just black,NULL
pLPplE,No - just black,NULL
eBxXZJ,Milk,NULL
eBxXZJ,dairy alternative,NULL
eBxXZJ,or coffee creamer,NULL
eBxXZJ,Sugar or sweetener,NULL
BGbR7R,Milk,NULL
BGbR7R,dairy alternative,NULL
BGbR7R,or coffee creamer,NULL
EPbOxB,No - just black,NULL
qbElA9,No - just black,NULL
0EjW6B,No - just black,NULL
xdNWx9,Milk,NULL
xdNWx9,dairy alternative,NULL
xdNWx9,or coffee creamer,NULL
xdNWx9,Sugar or sweetener,NULL
xdNWx9,Flavor syrup,NULL
PABJad,Milk,NULL
PABJad,dairy alternative,NULL
PABJad,or coffee creamer,NULL
BGbRpe,No - just black,NULL
WAp7Ee,Milk,NULL
WAp7Ee,dairy alternative,NULL
WAp7Ee,or coffee creamer,NULL
DVvGdN,Milk,NULL
DVvGdN,dairy alternative,NULL
DVvGdN,or coffee creamer,NULL
DVvGdN,Sugar or sweetener,NULL
EPbOqA,No - just black,NULL
42NbXo,No - just black,NULL
qbElDO,Milk,NULL
qbElDO,dairy alternative,NULL
qbElDO,or coffee creamer,NULL
qbElDO,Sugar or sweetener,NULL
kYRBDj,No - just black,NULL
lNlkJp,Milk,NULL
lNlkJp,dairy alternative,NULL
lNlkJp,or coffee creamer,NULL
24x68b,Sugar or sweetener,NULL
24x68b,Milk,NULL
24x68b,dairy alternative,NULL
24x68b,or coffee creamer,NULL
VZ16j6,Milk,NULL
VZ16j6,dairy alternative,NULL
VZ16j6,or coffee creamer,NULL
1r2aA4,Milk,NULL
1r2aA4,dairy alternative,NULL
1r2aA4,or coffee creamer,NULL
xdNWa5,No - just black,NULL
8dplNk,No - just black,NULL
BGbRXK,No - just black,NULL
BGbRXK,Milk,NULL
BGbRXK,dairy alternative,NULL
BGbRXK,or coffee creamer,NULL
BGbRXK,Sugar or sweetener,NULL
BGbRXK,Flavor syrup,NULL
J2k4AK,No - just black,NULL
NABZWj,No - just black,NULL
1r2a91,No - just black,NULL
42NbB5,Sugar or sweetener,NULL
42NbB5,Milk,NULL
42NbB5,dairy alternative,NULL
42NbB5,or coffee creamer,NULL
aBrM5Z,Flavor syrup,NULL
aBrM5Z,Milk,NULL
aBrM5Z,dairy alternative,NULL
aBrM5Z,or coffee creamer,NULL
0EjRN0,No - just black,NULL
0EjRN0,Milk,NULL
0EjRN0,dairy alternative,NULL
0EjRN0,or coffee creamer,NULL
oAVjDN,Milk,NULL
oAVjDN,dairy alternative,NULL
oAVjDN,or coffee creamer,NULL
pLP2dP,No - just black,NULL
VZ16Qj,No - just black,NULL
PABJa0,No - just black,NULL
g5N6yK,No - just black,NULL
g5N6yK,Milk,NULL
g5N6yK,dairy alternative,NULL
g5N6yK,or coffee creamer,NULL
NABZl0,Sugar or sweetener,Half&Half or a few drips of cream... need that milkfat
NABZl0,Other,Half&Half or a few drips of cream... need that milkfat
NABZl0,Sugar or sweetener,not the water.
NABZl0,Other,not the water.
AlbXve,No - just black,NULL
GrBP6O,No - just black,NULL
GrBP6O,Milk,NULL
GrBP6O,dairy alternative,NULL
GrBP6O,or coffee creamer,NULL
NABZoO,Milk,NULL
NABZoO,dairy alternative,NULL
NABZoO,or coffee creamer,NULL
KMBj5g,No - just black,NULL
lNlErN,No - just black,NULL
lNlErN,Milk,NULL
lNlErN,dairy alternative,NULL
lNlErN,or coffee creamer,NULL
42NbxA,No - just black,NULL
OABN7a,Milk,NULL
OABN7a,dairy alternative,NULL
OABN7a,or coffee creamer,NULL
OABN7a,Sugar or sweetener,NULL
DVvGBE,Milk,NULL
DVvGBE,dairy alternative,NULL
DVvGBE,or coffee creamer,NULL
LdMLRO,No - just black,NULL
LdMLRO,Milk,NULL
LdMLRO,dairy alternative,NULL
LdMLRO,or coffee creamer,NULL
LdMLRO,Sugar or sweetener,NULL
6dQBeN,Milk,NULL
6dQBeN,dairy alternative,NULL
6dQBeN,or coffee creamer,NULL
5dqPWP,No - just black,NULL
5dqPWP,Milk,NULL
5dqPWP,dairy alternative,NULL
5dqPWP,or coffee creamer,NULL
ZdRBEV,No - just black,NULL
8dploo,Milk,NULL
8dploo,dairy alternative,NULL
8dploo,or coffee creamer,NULL
0EjW7A,Milk,NULL
0EjW7A,dairy alternative,NULL
0EjW7A,or coffee creamer,NULL
0EjWOB,Milk,NULL
0EjWOB,dairy alternative,NULL
0EjWOB,or coffee creamer,NULL
0EjWOB,Flavor syrup,NULL
xdNWJd,No - just black,NULL
xdNWJd,Milk,NULL
xdNWJd,dairy alternative,NULL
xdNWJd,or coffee creamer,NULL
dY2yNV,No - just black,NULL
0EjR2Q,Flavor syrup,NULL
qbEla5,Milk,NULL
qbEla5,dairy alternative,NULL
qbEla5,or coffee creamer,NULL
YZzAaW,Sugar or sweetener,NULL
YZzAaW,Milk,NULL
YZzAaW,dairy alternative,NULL
YZzAaW,or coffee creamer,NULL
AlbXlz,NULL,NULL
OABNAg,No - just black,NULL
NABZVl,Milk,NULL
NABZVl,dairy alternative,NULL
NABZVl,or coffee creamer,NULL
0EjWj6,NULL,NULL
24x649,No - just black,NULL
24x649,Milk,NULL
24x649,dairy alternative,NULL
24x649,or coffee creamer,NULL
24x649,Sugar or sweetener,NULL
dY2yYK,No - just black,NULL
0EjWLN,Milk,NULL
0EjWLN,dairy alternative,NULL
0EjWLN,or coffee creamer,NULL
DVvGNZ,Milk,NULL
DVvGNZ,dairy alternative,NULL
DVvGNZ,or coffee creamer,NULL
MAdx5M,No - just black,NULL
zKQ6eR,No - just black,NULL
NABZ0l,Milk,NULL
NABZ0l,dairy alternative,NULL
NABZ0l,or coffee creamer,NULL
NABZ0l,Sugar or sweetener,NULL
vNx920,Milk,NULL
vNx920,dairy alternative,NULL
vNx920,or coffee creamer,NULL
vNx920,Sugar or sweetener,NULL
RzB9zj,No - just black,NULL
EPbOJX,No - just black,NULL
oAVjvM,NULL,NULL
9dJK1Q,Milk,NULL
9dJK1Q,dairy alternative,NULL
9dJK1Q,or coffee creamer,NULL
EPbOPr,No - just black,NULL
J2k42R,Milk,NULL
J2k42R,dairy alternative,NULL
J2k42R,or coffee creamer,NULL
J2k42R,Sugar or sweetener,NULL
ylqaq4,No - just black,NULL
8dplpx,No - just black,NULL
rlrZLl,No - just black,NULL
eBxX20,Milk,NULL
eBxX20,dairy alternative,NULL
eBxX20,or coffee creamer,NULL
DVvGDq,No - just black,NULL
42NboO,Milk,NULL
42NboO,dairy alternative,NULL
42NboO,or coffee creamer,NULL
dY2yPo,No - just black,NULL
GrBPJo,Sugar or sweetener,NULL
GrBPJo,Milk,NULL
GrBPJo,dairy alternative,NULL
GrBPJo,or coffee creamer,NULL
zKQ6W1,No - just black,NULL
EPbOJN,Sugar or sweetener,NULL
eBxXL0,Milk,NULL
eBxXL0,dairy alternative,NULL
eBxXL0,or coffee creamer,NULL
EPbO04,No - just black,NULL
PABql5,Milk,NULL
PABql5,dairy alternative,NULL
PABql5,or coffee creamer,NULL
1r2aEp,No - just black,NULL
1r2avQ,Milk,NULL
1r2avQ,dairy alternative,NULL
1r2avQ,or coffee creamer,NULL
aBrMrq,No - just black,NULL
5dqAEM,Sugar or sweetener,NULL
rlrZdl,Milk,NULL
rlrZdl,dairy alternative,NULL
rlrZdl,or coffee creamer,NULL
aBrMGB,Milk,NULL
aBrMGB,dairy alternative,NULL
aBrMGB,or coffee creamer,NULL
kYRP51,No - just black,NULL
PABqX5,No - just black,NULL
ylqaop,Milk,NULL
ylqaop,dairy alternative,NULL
ylqaop,or coffee creamer,NULL
5dqAeP,No - just black,NULL
aBrMK9,Milk,NULL
aBrMK9,dairy alternative,NULL
aBrMK9,or coffee creamer,NULL
aBrMEv,No - just black,NULL
MAdxOM,Milk,NULL
MAdxOM,dairy alternative,NULL
MAdxOM,or coffee creamer,NULL
MAdxOM,Sugar or sweetener,NULL
PABqbd,Milk,NULL
PABqbd,dairy alternative,NULL
PABqbd,or coffee creamer,NULL
ZdRBP0,No - just black,NULL
g5NoJ1,No - just black,NULL
VZ16bE,No - just black,NULL
VZ168g,No - just black,NULL
VZ168g,Milk,NULL
VZ168g,dairy alternative,NULL
VZ168g,or coffee creamer,NULL
xdNWPy,No - just black,NULL
oAVjyx,No - just black,NULL
ZdRBYz,Milk,NULL
ZdRBYz,dairy alternative,NULL
ZdRBYz,or coffee creamer,NULL
6dQBOB,Milk,NULL
6dQBOB,dairy alternative,NULL
6dQBOB,or coffee creamer,NULL
QABQr7,No - just black,NULL
aBrM0v,No - just black,NULL
bl4J62,No - just black,NULL
ZdRBRy,No - just black,NULL
DVvGJq,No - just black,NULL
42Nb1b,No - just black,NULL
qbElY2,Milk,NULL
qbElY2,dairy alternative,NULL
qbElY2,or coffee creamer,NULL
qbElY2,Sugar or sweetener,NULL
ZdRBZa,Milk,NULL
ZdRBZa,dairy alternative,NULL
ZdRBZa,or coffee creamer,NULL
OABNzg,Milk,NULL
OABNzg,dairy alternative,NULL
OABNzg,or coffee creamer,NULL
xdNW0o,No - just black,NULL
xdNWPo,Milk,NULL
xdNWPo,dairy alternative,NULL
xdNWPo,or coffee creamer,NULL
kYRPZR,Milk,NULL
kYRPZR,dairy alternative,NULL
kYRPZR,or coffee creamer,NULL
kYRPZR,Flavor syrup,NULL
J2k4D4,No - just black,NULL
9dJKo1,No - just black,NULL
kYRPpd,No - just black,NULL
BGbRD5,No - just black,NULL
rlrZlR,No - just black,NULL
AlbXqk,Milk,NULL
